GENESIS-Tabelle: 12411-0008
Bevölkerung: Deutschland, Stichtag, Altersjahre,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nationalität, Geschlecht, Familienstand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Deutsche;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer;Ausländer
;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben;ledig;verheiratet;verwitwet;geschieden;Lebenspartnerschaft;Lebenspartnerschaft aufgehoben;Lebenspartner verstorben
31.12.2007;54-Jährige;61964;365780;8540;72329;-;-;-;38455;365461;31163;75483;-;-;-;4761;26175;736;6050;-;-;-;3085;31751;2558;5031;-;-;-
31.12.2007;55-Jährige;58079;371187;9340;69438;-;-;-;35955;365429;34689;73584;-;-;-;4633;26891;782;6137;-;-;-;3162;33794;2952;5241;-;-;-
31.12.2007;56-Jährige;52767;368613;9936;66329;-;-;-;32635;360871;37702;70964;-;-;-;3883;26758;840;5603;-;-;-;2752;31413;2936;4733;-;-;-
31.12.2007;57-Jährige;50650;368899;11186;64076;-;-;-;30848;358678;41988;69192;-;-;-;3972;31222;1115;5968;-;-;-;2940;34937;3824;4877;-;-;-
31.12.2007;58-Jährige;44167;361229;11810;59983;-;-;-;27284;346532;44699;64039;-;-;-;3782;32206;1103;5670;-;-;-;2554;32928;3702;4537;-;-;-
31.12.2007;59-Jährige;38233;330968;11678;53501;-;-;-;23699;314564;45062;57641;-;-;-;3601;33349;1213;5379;-;-;-;2322;31071;3840;4287;-;-;-
31.12.2007;60-Jährige;33684;309771;12132;48219;-;-;-;20906;296988;46916;52694;-;-;-;3276;33776;1226;5014;-;-;-;2145;28587;3804;3980;-;-;-
31.12.2007;61-Jährige;28702;268538;11778;41137;-;-;-;17653;257438;44657;45708;-;-;-;2776;31363;1255;4456;-;-;-;1796;24945;3695;3361;-;-;-
31.12.2007;62-Jährige;24499;234335;11564;35202;-;-;-;15883;225978;43705;40215;-;-;-;2341;28340;1247;3573;-;-;-;1556;22357;3641;2953;-;-;-
31.12.2007;63-Jährige;31575;326658;16670;44122;-;-;-;20271;309546;62363;51703;-;-;-;2224;26363;1247;3388;-;-;-;1408;20159;3684;2685;-;-;-
31.12.2007;64-Jährige;31452;333492;18751;42729;-;-;-;20846;312754;68527;51283;-;-;-;2001;25634;1259;3132;-;-;-;1257;17977;3492;2511;-;-;-
31.12.2007;65-Jährige;29929;321639;20033;38906;-;-;-;21043;299389;73839;47635;-;-;-;1977;26242;1285;2984;-;-;-;1192;17498;3749;2366;-;-;-
31.12.2007;66-Jährige;35373;395196;26347;43567;-;-;-;24905;365028;99999;54987;-;-;-;1725;23916;1381;2804;-;-;-;1252;14923;3770;2286;-;-;-
31.12.2007;67-Jährige;35403;412033;31086;42194;-;-;-;26228;376207;119268;54850;-;-;-;1706;25016;1629;2847;-;-;-;1189;15360;4421;2207;-;-;-
31.12.2007;68-Jährige;32420;404194;32258;37918;-;-;-;26137;363749;127911;50953;-;-;-;1502;22516;1490;2503;-;-;-;1047;12956;4134;1977;-;-;-
31.12.2007;69-Jährige;28516;372220;33095;32529;-;-;-;25271;327653;132229;44801;-;-;-;1414;20846;1435;2198;-;-;-;1088;12165;4161;1929;-;-;-
31.12.2007;70-Jährige;24871;342958;33254;27764;-;-;-;24477;295252;135699;39621;-;-;-;1377;17970;1363;1881;-;-;-;979;10594;3955;1714;-;-;-
31.12.2007;71-Jährige;22854;326127;35105;24768;-;-;-;24318;277286;145390;36117;-;-;-;1133;15571;1252;1706;-;-;-;843;9112;3869;1532;-;-;-
31.12.2007;72-Jährige;20178;308287;37128;21734;-;-;-;23936;253661;154293;32843;-;-;-;943;12954;1075;1374;-;-;-;757;7542;3790;1281;-;-;-
31.12.2007;73-Jährige;17161;276755;36874;18512;-;-;-;22785;222163;156171;29130;-;-;-;889;12375;1232;1331;-;-;-;700;6625;3437;1125;-;-;-
31.12.2007;74-Jährige;13129;212633;31439;13287;-;-;-;19214;166743;135556;21660;-;-;-;839;11076;1083;1141;-;-;-;606;6126;3289;1088;-;-;-
31.12.2007;75-Jährige;11905;203570;33891;11963;-;-;-;19951;156574;143580;20468;-;-;-;641;8731;1036;962;-;-;-;534;5308;3048;944;-;-;-
31.12.2007;76-Jährige;11265;197697;36862;10683;-;-;-;21248;148871;155648;19884;-;-;-;596;7623;933;833;-;-;-;523;4213;3057;822;-;-;-
31.12.2007;77-Jährige;11008;195023;41834;10161;-;-;-;23075;142001;174537;20189;-;-;-;560;6817;946;713;-;-;-;545;4206;3416;838;-;-;-
31.12.2007;78-Jährige;9635;177197;42117;8687;-;-;-;23418;127632;174660;18929;-;-;-;501;5386;840;632;-;-;-;525;3617;2916;752;-;-;-
31.12.2007;79-Jährige;8546;162947;43748;8109;-;-;-;23900;113923;179046;18131;-;-;-;374;4715;770;601;-;-;-;490;2843;2942;660;-;-;-
31.12.2007;80-Jährige;7185;134250;40942;6398;-;-;-;23579;96981;175017;16303;-;-;-;458;4011;763;418;-;-;-;468;2619;3070;594;-;-;-
31.12.2007;81-Jährige;6000;113836;38585;5432;-;-;-;24592;83782;181258;16221;-;-;-;391;3361;744;425;-;-;-;419;2162;2884;586;-;-;-
31.12.2007;82-Jährige;5291;95847;37373;4588;-;-;-;25673;69555;185800;15740;-;-;-;375;2902;649;363;-;-;-;438;1883;2930;534;-;-;-
31.12.2007;83-Jährige;4390;74196;31471;3729;-;-;-;24318;57435;174867;13777;-;-;-;306;2669;579;371;-;-;-;366;1716;2670;473;-;-;-
31.12.2007;84-Jährige;3688;61396;30148;3306;-;-;-;23039;45706;166989;12690;-;-;-;298;2140;589;299;-;-;-;426;1385;2556;444;-;-;-
31.12.2007;85 Jahre und mehr;22904;201917;184491;15550;-;-;-;119300;142574;929678;62309;-;-;-;2935;12798;5682;1802;-;-;-;3462;6842;20380;2405;-;-;-
31.12.2008;unter 1 Jahr;332937;-;-;-;-;-;-;316643;-;-;-;-;-;-;17301;-;-;-;-;-;-;16469;-;-;-;-;-;-
31.12.2008;1-Jährige;336757;-;-;-;-;-;-;319029;-;-;-;-;-;-;16597;-;-;-;-;-;-;15822;-;-;-;-;-;-
31.12.2008;2-Jährige;331930;-;-;-;-;-;-;314369;-;-;-;-;-;-;15850;-;-;-;-;-;-;14646;-;-;-;-;-;-
31.12.2008;3-Jährige;337151;-;-;-;-;-;-;320253;-;-;-;-;-;-;16194;-;-;-;-;-;-;15457;-;-;-;-;-;-
31.12.2008;4-Jährige;343773;-;-;-;-;-;-;326650;-;-;-;-;-;-;19265;-;-;-;-;-;-;18079;-;-;-;-;-;-
31.12.2008;5-Jährige;343483;-;-;-;-;-;-;325994;-;-;-;-;-;-;20116;-;-;-;-;-;-;19368;-;-;-;-;-;-
31.12.2008;6-Jährige;348863;-;-;-;-;-;-;331170;-;-;-;-;-;-;21244;-;-;-;-;-;-;20087;-;-;-;-;-;-
31.12.2008;7-Jährige;356416;-;-;-;-;-;-;338402;-;-;-;-;-;-;22318;-;-;-;-;-;-;21121;-;-;-;-;-;-
31.12.2008;8-Jährige;370453;-;-;-;-;-;-;354253;-;-;-;-;-;-;24087;-;-;-;-;-;-;23138;-;-;-;-;-;-
31.12.2008;9-Jährige;359237;-;-;-;-;-;-;339353;-;-;-;-;-;-;38745;-;-;-;-;-;-;37149;-;-;-;-;-;-
31.12.2008;10-Jährige;365717;-;-;-;-;-;-;347149;-;-;-;-;-;-;39971;-;-;-;-;-;-;38143;-;-;-;-;-;-
31.12.2008;11-Jährige;377396;-;-;-;-;-;-;358049;-;-;-;-;-;-;41608;-;-;-;-;-;-;39706;-;-;-;-;-;-
31.12.2008;12-Jährige;371672;-;-;-;-;-;-;351637;-;-;-;-;-;-;40577;-;-;-;-;-;-;38982;-;-;-;-;-;-
31.12.2008;13-Jährige;360191;-;-;-;-;-;-;341562;-;-;-;-;-;-;39286;-;-;-;-;-;-;37941;-;-;-;-;-;-
31.12.2008;14-Jährige;364583;-;-;-;-;-;-;345019;-;-;-;-;-;-;40801;-;-;-;-;-;-;38947;-;-;-;-;-;-
31.12.2008;15-Jährige;379749;-;-;-;-;-;-;359816;10;2;-;-;-;-;41978;-;-;-;-;-;-;40163;6;1;-;-;-;-
31.12.2008;16-Jährige;388839;-;-;-;-;-;-;370531;16;1;4;-;-;-;43587;4;-;-;-;-;-;41146;25;-;1;-;-;-
31.12.2008;17-Jährige;406879;-;2;-;-;-;-;387020;103;3;7;-;-;-;43449;13;-;-;-;-;-;40986;109;-;1;-;-;-
31.12.2008;18-Jährige;451877;136;1;-;-;-;-;427837;1253;5;8;-;-;-;45127;53;1;2;-;-;-;42214;702;1;3;-;-;-
31.12.2008;19-Jährige;445845;618;3;8;-;-;-;421729;4109;20;36;-;-;-;47277;302;2;9;-;-;-;43809;2163;3;26;-;-;-
31.12.2008;20-Jährige;459664;1943;3;28;-;-;-;429815;9080;24;160;-;-;-;50255;799;-;12;-;-;-;46419;4120;4;63;-;-;-
31.12.2008;21-Jährige;448226;4559;5;102;-;-;-;413982;15824;43;409;-;-;-;51125;1654;3;42;-;-;-;46756;6623;10;146;-;-;-
31.12.2008;22-Jährige;436767;8572;10;203;-;-;-;400540;24901;55;1066;-;-;-;51222;2884;5;109;-;-;-;46269;9505;23;266;-;-;-
31.12.2008;23-Jährige;416527;13556;18;470;-;-;-;374432;36206;94;1915;-;-;-;52358;4705;11;262;-;-;-;46378;12942;39;523;-;-;-
31.12.2008;24-Jährige;407556;21140;33;863;-;-;-;355666;51386;134;3328;-;-;-;53090;6897;11;512;-;-;-;47084;16409;54;945;-;-;-
31.12.2008;25-Jährige;398426;31997;41;1665;-;-;-;338970;69794;182;5209;-;-;-;54035;9304;15;786;-;-;-;46872;19932;59;1429;-;-;-
31.12.2008;26-Jährige;392944;45961;50;2806;-;-;-;323168;91973;287;7620;-;-;-;55669;12653;19;1323;-;-;-;47701;24037;116;2020;-;-;-
31.12.2008;27-Jährige;370784;61335;67;4131;-;-;-;297087;113758;408;10434;-;-;-;55434;15375;38;1978;-;-;-;46471;27373;163;2826;-;-;-
31.12.2008;28-Jährige;352807;78953;106;5853;-;-;-;273540;135586;524;13417;-;-;-;55733;18608;50;2661;-;-;-;45954;30556;190;3522;-;-;-
31.12.2008;29-Jährige;312495;94231;154;7919;-;-;-;233423;149029;650;16270;-;-;-;52327;20811;54;3458;-;-;-;44212;31983;260;4131;-;-;-
31.12.2008;30-Jährige;285436;113165;190;10138;-;-;-;207461;166489;827;19136;-;-;-;50799;22082;74;4175;-;-;-;41399;33235;269;4835;-;-;-
31.12.2008;31-Jährige;262129;129843;204;12569;-;-;-;186449;180105;1076;22323;-;-;-;48655;23731;86;4977;-;-;-;40863;33611;332;5529;-;-;-
31.12.2008;32-Jährige;236298;144160;261;15353;-;-;-;165863;191619;1158;25329;-;-;-;49441;24568;95;5875;-;-;-;39921;33906;403;6175;-;-;-
31.12.2008;33-Jährige;211214;154872;355;17768;-;-;-;144373;197599;1465;27654;-;-;-;49651;24971;152;6677;-;-;-;40363;33363;447;6746;-;-;-
31.12.2008;34-Jährige;198688;170564;412;20895;-;-;-;135332;210756;1635;31700;-;-;-;47986;25448;148;7588;-;-;-;38807;34675;563;7186;-;-;-
31.12.2008;35-Jährige;187606;185496;497;24489;-;-;-;126793;221952;2022;35316;-;-;-;46901;24174;188;8186;-;-;-;38522;33515;576;7484;-;-;-
31.12.2008;36-Jährige;197902;216860;650;30649;-;-;-;132664;253438;2546;42267;-;-;-;46518;24203;258;9055;-;-;-;37185;34324;638;7624;-;-;-
31.12.2008;37-Jährige;211646;254333;872;37953;-;-;-;140923;290362;3184;51317;-;-;-;44964;23335;275;9649;-;-;-;35195;33147;662;7785;-;-;-
31.12.2008;38-Jährige;211005;274206;1091;44419;-;-;-;138647;310404;3951;58104;-;-;-;46652;23433;282;10594;-;-;-;33374;34221;731;7988;-;-;-
31.12.2008;39-Jährige;214630;310819;1350;53557;-;-;-;140373;343931;4709;68285;-;-;-;43036;24018;357;10987;-;-;-;30354;33265;794;7876;-;-;-
31.12.2008;40-Jährige;214435;337597;1661;61215;-;-;-;140177;368014;5582;77038;-;-;-;39593;24696;413;11276;-;-;-;26067;34204;829;7758;-;-;-
31.12.2008;41-Jährige;206568;359842;1987;68967;-;-;-;135713;386625;6690;85282;-;-;-;34230;25698;426;10507;-;-;-;21015;33774;941;7514;-;-;-
31.12.2008;42-Jährige;197881;380388;2385;76387;-;-;-;129883;402296;7987;93351;-;-;-;33709;26604;449;11038;-;-;-;18316;34896;1067;7619;-;-;-
31.12.2008;43-Jährige;188190;389464;2730;83425;-;-;-;120869;407767;9616;99163;-;-;-;31103;29096;558;11685;-;-;-;15826;35485;1153;7491;-;-;-
31.12.2008;44-Jährige;179418;404108;3184;90804;-;-;-;114592;422473;11020;105885;-;-;-;26875;31422;583;10942;-;-;-;12910;35605;1227;7640;-;-;-
31.12.2008;45-Jährige;166443;410359;3716;95129;-;-;-;105827;428003;12995;108275;-;-;-;22569;32981;621;10445;-;-;-;10609;34785;1284;6885;-;-;-
31.12.2008;46-Jährige;150157;404585;4179;96513;-;-;-;93920;421808;14598;107491;-;-;-;19255;31599;586;10408;-;-;-;8788;33876;1467;6955;-;-;-
31.12.2008;47-Jährige;138244;407471;4574;98475;-;-;-;85294;425277;16722;108023;-;-;-;15183;29412;581;9430;-;-;-;7046;31676;1518;6536;-;-;-
31.12.2008;48-Jährige;125211;398079;5046;97240;-;-;-;76169;415957;18863;103940;-;-;-;14826;31831;695;10209;-;-;-;6570;33728;1829;6862;-;-;-
31.12.2008;49-Jährige;110354;397780;5630;96098;-;-;-;66688;411070;20474;99990;-;-;-;11517;30390;590;9065;-;-;-;5581;31307;1726;6158;-;-;-
31.12.2008;50-Jährige;98197;383651;6063;89668;-;-;-;59183;394173;21893;92198;-;-;-;10050;30343;767;8691;-;-;-;4807;30277;1732;5909;-;-;-
31.12.2008;51-Jährige;88451;382403;6813;87798;-;-;-;54524;389547;24269;89465;-;-;-;8251;30153;754;8550;-;-;-;4109;29268;1972;5502;-;-;-
31.12.2008;52-Jährige;80778;376120;7381;83473;-;-;-;49581;381412;26230;85822;-;-;-;7434;31770;809;8471;-;-;-;4038;30851;2215;5570;-;-;-
31.12.2008;53-Jährige;72666;371235;7963;79565;-;-;-;44838;372459;28714;81509;-;-;-;6579;29607;834;7558;-;-;-;3627;31777;2603;5639;-;-;-
31.12.2008;54-Jährige;66668;368878;8547;77164;-;-;-;41842;369833;31259;79649;-;-;-;5569;27269;807;6807;-;-;-;3404;32090;2738;5388;-;-;-
31.12.2008;55-Jährige;60795;362313;9107;72896;-;-;-;37981;361462;33653;75790;-;-;-;4678;25152;763;6093;-;-;-;3042;31061;2718;5113;-;-;-
31.12.2008;56-Jährige;56971;367511;10026;69792;-;-;-;35539;361116;37369;73772;-;-;-;4509;25891;819;6155;-;-;-;3151;33003;3145;5301;-;-;-
31.12.2008;57-Jährige;51772;364726;10638;66623;-;-;-;32259;356095;40610;71215;-;-;-;3785;25876;886;5575;-;-;-;2713;30573;3133;4802;-;-;-
31.12.2008;58-Jährige;49606;364824;12042;64082;-;-;-;30497;353711;45143;69228;-;-;-;3863;30291;1159;6005;-;-;-;2895;34052;4050;4895;-;-;-
31.12.2008;59-Jährige;43282;357073;12654;59707;-;-;-;26956;341464;47944;63973;-;-;-;3677;31315;1147;5662;-;-;-;2517;32047;3926;4561;-;-;-
31.12.2008;60-Jährige;37333;327107;12484;52912;-;-;-;23435;309646;48279;57289;-;-;-;3509;32229;1277;5387;-;-;-;2288;30111;4075;4290;-;-;-
31.12.2008;61-Jährige;32936;305395;13040;47866;-;-;-;20683;291692;50275;52468;-;-;-;3168;32608;1275;5025;-;-;-;2103;27666;3958;3988;-;-;-
31.12.2008;62-Jährige;28034;264497;12524;40703;-;-;-;17452;252495;47717;45408;-;-;-;2684;30240;1316;4432;-;-;-;1781;24050;3904;3367;-;-;-
31.12.2008;63-Jährige;23949;230308;12388;34807;-;-;-;15726;221329;46612;39883;-;-;-;2274;27196;1291;3574;-;-;-;1538;21528;3824;2948;-;-;-
31.12.2008;64-Jährige;30790;321103;17757;43470;-;-;-;20041;302914;66387;51322;-;-;-;2146;25290;1318;3345;-;-;-;1372;19420;3825;2655;-;-;-
31.12.2008;65-Jährige;30594;327504;19902;41942;-;-;-;20624;305767;72733;50870;-;-;-;1920;24362;1300;3083;-;-;-;1220;17225;3615;2507;-;-;-
31.12.2008;66-Jährige;29116;315084;21300;38251;-;-;-;20792;292116;78317;47165;-;-;-;1923;24953;1330;2935;-;-;-;1168;16736;3920;2326;-;-;-
31.12.2008;67-Jährige;34269;386613;28014;42639;-;-;-;24591;355301;105779;54430;-;-;-;1679;22808;1463;2784;-;-;-;1227;14289;3928;2250;-;-;-
31.12.2008;68-Jährige;34299;402368;33004;41236;-;-;-;25910;365161;125805;54221;-;-;-;1640;23819;1701;2796;-;-;-;1150;14690;4538;2186;-;-;-
31.12.2008;69-Jährige;31336;393793;34094;36918;-;-;-;25749;352128;134652;50312;-;-;-;1453;21397;1511;2467;-;-;-;1018;12349;4252;1940;-;-;-
31.12.2008;70-Jährige;27562;362000;34728;31515;-;-;-;24861;316015;138798;44141;-;-;-;1367;19846;1458;2153;-;-;-;1066;11572;4253;1896;-;-;-
31.12.2008;71-Jährige;24020;332130;35110;26932;-;-;-;24094;283522;142111;38983;-;-;-;1312;17048;1400;1860;-;-;-;948;10053;4021;1696;-;-;-
31.12.2008;72-Jährige;21977;314964;36722;23919;-;-;-;23879;264972;151768;35440;-;-;-;1097;14765;1287;1660;-;-;-;822;8632;3910;1509;-;-;-
31.12.2008;73-Jährige;19401;296373;38604;20851;-;-;-;23464;241015;160240;32202;-;-;-;914;12225;1111;1349;-;-;-;735;7120;3844;1247;-;-;-
31.12.2008;74-Jährige;16485;264437;38368;17775;-;-;-;22300;209718;161655;28479;-;-;-;852;11646;1270;1313;-;-;-;676;6227;3465;1101;-;-;-
31.12.2008;75-Jährige;12650;202087;32603;12708;-;-;-;18822;156285;139760;21077;-;-;-;814;10356;1121;1121;-;-;-;594;5751;3276;1063;-;-;-
31.12.2008;76-Jährige;11383;192243;35034;11464;-;-;-;19448;145679;147268;19894;-;-;-;612;8180;1035;937;-;-;-;513;5001;3037;920;-;-;-
31.12.2008;77-Jährige;10779;185557;37743;10163;-;-;-;20647;137656;158568;19278;-;-;-;576;7152;945;809;-;-;-;504;3965;3004;789;-;-;-
31.12.2008;78-Jährige;10505;181464;42564;9691;-;-;-;22377;129824;176859;19476;-;-;-;522;6364;942;712;-;-;-;526;3945;3357;812;-;-;-
31.12.2008;79-Jährige;9164;163420;42608;8249;-;-;-;22603;115987;175526;18232;-;-;-;479;5075;816;620;-;-;-;495;3390;2890;723;-;-;-
31.12.2008;80-Jährige;8140;148786;44083;7657;-;-;-;22959;102483;178557;17387;-;-;-;352;4379;749;584;-;-;-;466;2629;2876;636;-;-;-
31.12.2008;81-Jährige;6831;121302;40878;6068;-;-;-;22540;86329;172864;15490;-;-;-;441;3771;740;397;-;-;-;451;2461;2992;570;-;-;-
31.12.2008;82-Jährige;5674;101779;38271;5112;-;-;-;23338;73635;176946;15369;-;-;-;372;3133;720;409;-;-;-;400;2019;2769;567;-;-;-
31.12.2008;83-Jährige;5030;84474;36709;4332;-;-;-;24113;60186;179351;14791;-;-;-;354;2703;635;348;-;-;-;416;1762;2784;509;-;-;-
31.12.2008;84-Jährige;4140;64535;30545;3519;-;-;-;22776;49412;166428;12916;-;-;-;289;2473;560;354;-;-;-;339;1603;2539;450;-;-;-
31.12.2008;85 Jahre und mehr;24312;213184;191261;17320;-;-;-;125629;159028;944096;66417;-;-;-;3130;14121;5993;2038;-;-;-;3735;7802;21572;2738;-;-;-
31.12.2009;unter 1 Jahr;324466;-;-;-;-;-;-;308141;-;-;-;-;-;-;16657;-;-;-;-;-;-;15887;-;-;-;-;-;-
31.12.2009;1-Jährige;334053;-;-;-;-;-;-;317780;-;-;-;-;-;-;18443;-;-;-;-;-;-;17520;-;-;-;-;-;-
31.12.2009;2-Jährige;336824;-;-;-;-;-;-;319216;-;-;-;-;-;-;17189;-;-;-;-;-;-;16281;-;-;-;-;-;-
31.12.2009;3-Jährige;331906;-;-;-;-;-;-;314379;-;-;-;-;-;-;16303;-;-;-;-;-;-;15052;-;-;-;-;-;-
31.12.2009;4-Jährige;337065;-;-;-;-;-;-;320151;-;-;-;-;-;-;16546;-;-;-;-;-;-;15749;-;-;-;-;-;-
31.12.2009;5-Jährige;343656;-;-;-;-;-;-;326479;-;-;-;-;-;-;19365;-;-;-;-;-;-;18231;-;-;-;-;-;-
31.12.2009;6-Jährige;343097;-;-;-;-;-;-;325624;-;-;-;-;-;-;20092;-;-;-;-;-;-;19211;-;-;-;-;-;-
31.12.2009;7-Jährige;348708;-;-;-;-;-;-;331034;-;-;-;-;-;-;21233;-;-;-;-;-;-;20108;-;-;-;-;-;-
31.12.2009;8-Jährige;356757;-;-;-;-;-;-;338638;-;-;-;-;-;-;22108;-;-;-;-;-;-;21055;-;-;-;-;-;-
31.12.2009;9-Jährige;370938;-;-;-;-;-;-;354544;-;-;-;-;-;-;23967;-;-;-;-;-;-;22882;-;-;-;-;-;-
31.12.2009;10-Jährige;359889;-;-;-;-;-;-;339989;-;-;-;-;-;-;38038;-;-;-;-;-;-;36443;-;-;-;-;-;-
31.12.2009;11-Jährige;366404;-;-;-;-;-;-;347798;-;-;-;-;-;-;39471;-;-;-;-;-;-;37638;-;-;-;-;-;-
31.12.2009;12-Jährige;378030;-;-;-;-;-;-;358749;-;-;-;-;-;-;40920;-;-;-;-;-;-;39143;-;-;-;-;-;-
31.12.2009;13-Jährige;372413;-;-;-;-;-;-;352392;-;-;-;-;-;-;40091;-;-;-;-;-;-;38436;-;-;-;-;-;-
31.12.2009;14-Jährige;360868;-;-;-;-;-;-;342204;-;-;-;-;-;-;38920;-;-;-;-;-;-;37463;-;-;-;-;-;-
31.12.2009;15-Jährige;365330;-;-;-;-;-;-;345768;5;-;1;-;-;-;40487;-;-;-;-;-;-;38522;8;-;-;-;-;-
31.12.2009;16-Jährige;380654;1;-;-;-;-;-;360949;23;2;1;-;-;-;41952;3;-;-;-;-;-;39811;27;1;-;-;-;-
31.12.2009;17-Jährige;389516;-;1;-;-;-;-;371499;84;2;5;-;-;-;43621;14;-;1;-;-;-;40687;81;-;3;-;-;-
31.12.2009;18-Jährige;407926;111;2;2;-;-;-;387377;1078;4;11;-;-;-;43948;73;-;1;-;-;-;40781;699;-;3;-;-;-
31.12.2009;19-Jährige;453046;587;1;2;-;-;-;427187;3666;8;22;-;-;-;46477;270;1;5;-;-;-;42912;1798;2;13;-;-;-
31.12.2009;20-Jährige;445767;1715;3;24;-;-;-;419173;7941;29;123;-;-;-;49475;753;2;18;-;-;-;45720;3664;5;66;-;-;-
31.12.2009;21-Jährige;457957;4225;5;79;-;-;-;424611;15014;30;417;-;-;-;52502;1509;3;38;-;-;-;47872;5937;6;138;-;-;-
31.12.2009;22-Jährige;445161;8028;9;212;-;-;-;406176;23560;58;945;-;-;-;52909;2784;7;99;-;-;-;47593;8641;16;267;-;-;-
31.12.2009;23-Jährige;431890;13540;11;431;-;-;-;389995;35047;92;1790;-;-;-;52566;4383;8;211;-;-;-;46315;11588;32;442;-;-;-
31.12.2009;24-Jährige;409797;20170;26;836;-;-;-;361217;48491;131;2986;-;-;-;52731;6323;12;434;-;-;-;45803;15062;50;761;-;-;-
31.12.2009;25-Jährige;398298;29952;35;1414;-;-;-;339256;66280;180;4715;-;-;-;52798;8606;14;742;-;-;-;45678;18535;66;1255;-;-;-
31.12.2009;26-Jährige;386165;43346;58;2487;-;-;-;320334;86319;237;6874;-;-;-;52675;11040;20;1079;-;-;-;44857;21986;76;1794;-;-;-
31.12.2009;27-Jährige;377994;59804;67;3907;-;-;-;302854;109998;352;9550;-;-;-;53765;14338;23;1714;-;-;-;45314;25757;129;2469;-;-;-
31.12.2009;28-Jährige;353855;76945;79;5463;-;-;-;276640;131861;498;12642;-;-;-;52826;16992;41;2407;-;-;-;44271;28655;187;3343;-;-;-
31.12.2009;29-Jährige;334639;95586;138;7470;-;-;-;253661;153031;623;15820;-;-;-;53121;19759;55;3151;-;-;-;43796;31442;214;4003;-;-;-
31.12.2009;30-Jährige;294140;111070;186;9671;-;-;-;215036;164972;772;18659;-;-;-;49590;21592;60;4021;-;-;-;42100;32545;276;4681;-;-;-
31.12.2009;31-Jährige;268530;128348;226;12221;-;-;-;192015;179885;957;21461;-;-;-;48330;22430;82;4747;-;-;-;39521;33333;301;5320;-;-;-
31.12.2009;32-Jährige;246139;144102;243;14734;-;-;-;173476;191084;1227;24674;-;-;-;46369;23663;103;5609;-;-;-;39387;33317;363;6068;-;-;-
31.12.2009;33-Jährige;222023;156843;304;17508;-;-;-;155124;200365;1307;27779;-;-;-;47224;24234;102;6466;-;-;-;38550;33371;438;6639;-;-;-
31.12.2009;34-Jährige;198856;165494;396;19983;-;-;-;135898;204216;1654;30024;-;-;-;47633;24285;163;7204;-;-;-;39212;32595;501;7230;-;-;-
31.12.2009;35-Jährige;187446;180081;463;23144;-;-;-;127920;216268;1834;34145;-;-;-;46061;24530;161;8138;-;-;-;37679;33791;602;7669;-;-;-
31.12.2009;36-Jährige;177907;193324;560;26853;-;-;-;120757;225887;2204;37825;-;-;-;45270;23089;193;8694;-;-;-;37627;32683;615;7900;-;-;-
31.12.2009;37-Jährige;188700;223818;723;33326;-;-;-;127182;256320;2833;45106;-;-;-;45000;22924;280;9540;-;-;-;36438;33339;686;8059;-;-;-
31.12.2009;38-Jährige;202904;260610;970;40756;-;-;-;135852;292638;3510;54179;-;-;-;43397;22022;305;10024;-;-;-;34450;31985;698;8179;-;-;-
31.12.2009;39-Jährige;203136;278750;1219;47547;-;-;-;134420;311407;4335;61186;-;-;-;45200;22310;296;11035;-;-;-;32798;33162;782;8416;-;-;-
31.12.2009;40-Jährige;207062;315171;1483;56442;-;-;-;136443;344410;5172;71418;-;-;-;41759;22850;375;11439;-;-;-;29800;32235;868;8277;-;-;-
31.12.2009;41-Jährige;208182;340167;1799;64445;-;-;-;137162;367092;6086;80508;-;-;-;38527;23590;427;11592;-;-;-;25644;33235;898;8133;-;-;-
31.12.2009;42-Jährige;201219;361288;2169;72160;-;-;-;132979;384844;7367;88930;-;-;-;33301;24406;453;10825;-;-;-;20662;32728;988;7806;-;-;-
31.12.2009;43-Jährige;193223;380578;2617;79850;-;-;-;127612;399791;8660;97077;-;-;-;32793;25226;483;11393;-;-;-;18020;33842;1139;7949;-;-;-
